Date;Soybean;Soybean Meal;Soybean Oil;Corn;Live Cattle;Feeder Cattle
17/04/2012;1425,75;393,8;55,76;616,75;121,6;151,35
16/04/2012;1420;391,4;55,66;623,25;120,725;150,35
13/04/2012;1436,75;395,8;56,52;629,25;120,525;150,525
12/04/2012;1441;394,6;57,23;637,5;121,25;151,1
11/04/2012;1422;386,8;56,45;636;118,375;148,6
10/04/2012;1426;389,8;56,97;634,75;117,75;147,075
09/04/2012;1431;388,8;56,71;649;119,375;148,15
05/04/2012;1434;391,9;56,64;658,25;118,325;148,725
04/04/2012;1419,5;388,2;56,02;656,75;117,9;148,675
03/04/2012;1416,75;386,5;55,9;658,25;119,8;149,25
02/04/2012;1421;391,2;56,16;655;120,85;149,525
30/03/2012;1403;388,7;55,1;644;120,45;148,825
29/03/2012;1355,5;375;53,59;604;122,5;154,25
28/03/2012;1367,5;377,7;54,6;620,25;124,45;153,8
27/03/2012;1369,75;376;55,1;630,75;125,6;153,825
26/03/2012;1379,5;377,9;55,43;637,75;124,55;153,65
23/03/2012;1365,75;373;54,88;646,5;124,5;153,3
22/03/2012;1349,5;370,1;53,96;644,5;125,25;153,45
21/03/2012;1355;369,8;54,38;642;124,95;153,3
20/03/2012;1345;365,6;54,33;647,5;124,525;152,725
19/03/2012;1366,5;370,9;55,4;663,5;125,175;152,95
16/03/2012;1374;374,4;55,5;673;125,3;153,4
15/03/2012;1369;371,4;55,48;669;125,575;154,375
14/03/2012;1356;362;54,51;669,5;127,025;155,2
13/03/2012;1348,75;363,8;54,52;674;127,725;155,525
12/03/2012;1330,5;358,4;53,63;671,5;126,75;154,35
09/03/2012;1331,75;358,6;53,95;654;126,025;153,925
08/03/2012;1332,5;363,2;53,02;645;126,65;154,975
07/03/2012;1321,5;360,9;52,61;643,75;125,575;153,9
06/03/2012;1329,75;363,1;52,92;658;125,775;154,15
05/03/2012;1319,25;356,2;53,41;666,25;128,4;156,45
02/03/2012;1328,25;357,3;53,76;659;129,95;158,1
01/03/2012;1316,75;353,7;53,94;653,75;130,95;158,575
29/02/2012;1313,5;351,2;54,09;656,5;127,65;157,225
28/02/2012;1305,25;346,5;54,42;653,5;127,35;155,75
27/02/2012;1293,75;340,9;54,46;644,5;127,55;156,45
24/02/2012;1279;333,6;54,29;640,75;127,55;157,675
23/02/2012;1276,75;332,9;54,2;639,5;127,3;157,65
22/02/2012;1272,25;331,3;54,22;638,25;129,35;158,425
21/02/2012;1271;330,2;54,06;629,5;128,9;158,6
17/02/2012;1267,5;332,5;53,4;641,75;128,6;158,425
16/02/2012;1258,25;330,8;53,05;636,25;126,775;156,825
15/02/2012;1261;332,8;53,35;627;126,5;156,625
14/02/2012;1255;330,1;53,02;633,5;126,65;156,25
13/02/2012;1252;330,5;53,05;639,5;125,525;154,725
10/02/2012;1229;320;52,53;631,75;123,95;153,625
09/02/2012;1227,5;321;52,54;637;125,175;155,15
08/02/2012;1231,5;321,7;52,58;642,5;125,775;155,275
07/02/2012;1232;325,4;52,17;642,25;125,35;155
06/02/2012;1233;327,5;52,16;644,25;123,75;154,125
03/02/2012;1232,5;328,6;51,65;644,5;123,625;154,45
02/02/2012;1217;323,4;51,19;643;125,15;155,375
01/02/2012;1215,25;322,3;51,18;642;125,7;155,85
31/01/2012;1199;319,3;50,87;639;124,85;155,525
30/01/2012;1185,25;312,7;50,25;631,75;123,925;154,35
27/01/2012;1219;322,2;51,59;641,75;124,7;154,6
26/01/2012;1222,75;323,6;51,94;634,5;124,55;153
25/01/2012;1213,5;321,1;51,39;634,5;125,85;152,525
24/01/2012;1220;323,5;51,35;630,25;125,8;152,325
23/01/2012;1217,5;321;51,42;620;124,6;151,9
20/01/2012;1187;311,9;50,43;611,5;124,55;151,625
19/01/2012;1197;315,7;51,06;606;124,2;151,7
18/01/2012;1183,5;312;50,4;593,5;123,225;150,925
17/01/2012;1183,5;310,5;50,77;604;123,525;150,65
13/01/2012;1160;304,8;50,2;599,5;122,475;150,575
12/01/2012;1178,5;306,1;51,15;611,5;121,25;149,475
11/01/2012;1197,5;310;51,59;651,5;121,325;148,675
10/01/2012;1223,75;319;52,2;652;121,2;148,85
09/01/2012;1225,75;320,2;52,02;652;119,95;147,8
06/01/2012;1189,5;309,6;50,8;643,5;120,325;147,3
05/01/2012;1201,25;310,3;51,77;643,5;120,95;147,875
04/01/2012;1221,5;317,5;52,73;658,5;121,625;147,75
03/01/2012;1218,25;315,8;52,8;658,5;121,55;146,675
30/12/2011;1198,5;309,4;52,09;646,5;122,9;146,35
29/12/2011;1187,5;306,6;51,14;638;122,575;146,875
28/12/2011;1198,25;310,1;51,78;642,5;123,1;147,2
27/12/2011;1199,75;307,7;51,84;633,25;123,25;147,15
23/12/2011;1163;297;50,96;619,5;124,3;147,625
22/12/2011;1162,25;298,4;50,45;617,5;123,15;146,875
21/12/2011;1153,75;299;49,45;616,5;120,25;144,375
20/12/2011;1144,5;295,2;49,38;607;120,6;144,325
19/12/2011;1137;293;49,05;601;121,15;144,675
16/12/2011;1130;290,3;49,55;583;118,15;143,05
15/12/2011;1111,75;282,9;48,98;579;118,75;143,975
14/12/2011;1100;280,6;48,58;580;118,175;143,75
13/12/2011;1118,5;282,2;48,99;588,5;117,9;143,9
12/12/2011;1112;278,1;49,06;585,5;118,45;143
09/12/2011;1107;275,5;49,34;585,5;118,3;142,1
08/12/2011;1132,5;282,7;50,2;590;119,425;142,475
07/12/2011;1131;283,7;50,24;582,25;119,15;142,725
06/12/2011;1129,5;282,2;49,98;585,25;118,85;142,125
05/12/2011;1126,25;281,1;50,07;580,25;118,9;144,3
02/12/2011;1135,75;286,4;50,05;586,5;121,9;147,075
01/12/2011;1128;287,2;49,52;594,75;121,9;146,1
30/11/2011;1131,25;290,4;49,27;601,25;121,6;146,025
29/11/2011;1125;286,1;49,18;598;120,575;144,825
28/11/2011;1121;287,8;48,91;591,75;120,95;144,725
25/11/2011;1106,5;282,7;48,23;582,5;121,1;144,625
23/11/2011;1122,5;282,5;49,32;588,75;121,4;145,8
22/11/2011;1153;292;50,78;599;121,45;147,025
21/11/2011;1148;289,6;49,89;597,75;119,975;146,175
18/11/2011;1168,25;298,4;50,88;610,25;119,7;147,425
17/11/2011;1168,25;294,5;51,4;614,5;121;143,125
16/11/2011;1187,75;296,4;52,48;642,75;122,05;143,4
15/11/2011;1200,25;301,4;52,6;645,5;121,725;143,5
14/11/2011;1172;299,2;51,22;633,5;120,1;142,525
11/11/2011;1166;299,5;50,98;638,5;120,55;142,15
10/11/2011;1158;297,9;50,52;645,5;121,6;142,075
09/11/2011;1175,75;303,1;50,99;656;122,6;141,55
08/11/2011;1195,25;307,6;51,85;660,5;122,75;141,55
07/11/2011;1192,25;309,3;51,2;653,25;123,4;142,025
04/11/2011;1212,5;315,4;51,87;655,75;124,5;142,575
03/11/2011;1219,25;314,5;52,03;653,5;124,5;142,05
02/11/2011;1193,5;310,5;50,85;645;122;142,3
01/11/2011;1192,25;310,7;50,8;654,25;121,6;142,85
31/10/2011;1207,5;316,1;51,17;647;119,8;140,05
28/10/2011;1217;317,5;51,77;655;120,95;141,1
27/10/2011;1235;323,5;52,11;651,5;120,75;139,925
26/10/2011;1210,5;317;50,89;637,25;121,05;139,725
25/10/2011;1225,5;322,2;51,5;650,75;122,1;139,65
24/10/2011;1226,75;321,5;51,79;651;122,95;139,85
21/10/2011;1212,25;316,5;51,25;649,25;121,925;139,4
20/10/2011;1225;320,3;51,39;649,5;121,45;139,275
19/10/2011;1225;319,3;51,48;638,5;121,4;139,2
18/10/2011;1250,75;324,3;52,7;644;120,725;139,75
17/10/2011;1253;323;52,9;640,5;121,35;140,15
14/10/2011;1270;328,4;53,2;640;121,65;139,9
13/10/2011;1257;325,2;52,2;638,25;121,05;138,7
12/10/2011;1239,5;320,1;51,6;640,75;120,475;138,225
11/10/2011;1235,5;316,9;51,95;645;121,375;138,475
10/10/2011;1177,5;304,7;49,86;605;120,025;139
07/10/2011;1158,25;300,1;49,07;600;121,975;139,625
06/10/2011;1163,75;299,7;48,92;605,5;122,35;139,1
05/10/2011;1163,75;301,5;49;605,5;122,8;139,35
04/10/2011;1160;298,3;48,79;587,75;121,025;138,9
03/10/2011;1177,5;303,2;49,76;592,5;123,1;141
30/09/2011;1179;304,7;49,95;592,5;122,15;140,525
29/09/2011;1230;316,9;51,63;632,5;120,4;132,975
28/09/2011;1223,5;315,4;51,55;630,75;120,4;132,65
27/09/2011;1263;326,6;52,57;652,25;120,6;132,6
26/09/2011;1259,75;326,2;52,22;648;119,725;132,9
23/09/2011;1258;326;52,4;638,5;116,825;132,1
22/09/2011;1283;330,9;53,68;650;116,25;132,05
21/09/2011;1320,5;339,9;55,04;685,75;119,25;133,95
20/09/2011;1338;345,8;55,31;690,25;118,7;134,35
19/09/2011;1336;344,4;55,53;692,25;117,625;134,5
16/09/2011;1355,5;348,7;56,55;692;118,5;135,3
15/09/2011;1358,75;349,6;56,22;701;118,9;135,6
14/09/2011;1374;357,9;56,75;713;121;136,7
13/09/2011;1381,25;357,3;57,16;709,25;119,6;134,875
12/09/2011;1387,5;360,1;57,25;734,25;119,4;133,4
09/09/2011;1416,5;368,7;58,2;726;118,45;133,225
08/09/2011;1407,25;365,5;57,82;723,25;118,825;133,95
07/09/2011;1411;367,2;58,18;736,5;117,65;133,925
06/09/2011;1413,5;368,3;57,56;746,75;116,975;133,8
02/09/2011;1436;377,8;57,74;750,25;114,8;132,65
01/09/2011;1424,75;376,6;57,71;728,75;113,6;132,75
31/08/2011;1449;380,8;58,55;757,5;113;132,45
30/08/2011;1448,75;381,1;58,2;763,5;114,25;132,625
29/08/2011;1438;379,2;58;756,25;113,5;132,325
26/08/2011;1414,75;376;56,6;752,5;114,3;132,6
25/08/2011;1386;368;55,6;732,25;113,85;133,675
24/08/2011;1386,5;367;55,78;731,75;113,25;133,5
23/08/2011;1389,5;368,3;55,62;730,25;114,1;133,725
22/08/2011;1376,5;362,7;55,6;720,5;114,65;133,475
19/08/2011;1359,75;354,1;55,39;711;114,3;133,3
18/08/2011;1352;353;55,27;699;114,1;132,775
17/08/2011;1356,75;354,5;55,65;711,5;115,85;134,5
16/08/2011;1340;351,3;55;714;117,9;135,575
15/08/2011;1343,5;352;54,91;707,25;117,9;135,65
12/08/2011;1337;348,6;54,6;701,75;117,9;135,85
11/08/2011;1333,75;347,2;54,03;702,5;116,45;134,6
10/08/2011;1300,75;339,1;53,03;678;114,3;133,3
09/08/2011;1298,75;338;53,03;678,25;114,725;133,225
08/08/2011;1309,25;340,1;53,82;675,25;114,1;132,575
05/08/2011;1331,5;345,2;54,9;693;114,125;133,7
04/08/2011;1339,25;347,6;55,18;693,75;112,65;133,15
03/08/2011;1364;353;56,28;706;113,125;134,35
02/08/2011;1373;357,2;57,09;711,25;112,55;135
01/08/2011;1358,75;352,7;56,15;681,25;113,3;136,825
29/07/2011;1354,25;351,6;55,65;665,5;112,625;137,05
28/07/2011;1367,75;355,3;55,76;682,25;111,625;135,8
27/07/2011;1375,75;355,8;56,4;691,5;111,075;135,375
26/07/2011;1383;360,5;56,59;689,75;111,7;136,1
25/07/2011;1365,5;355,8;56,1;678,75;110,65;136,05
22/07/2011;1380,25;363;56,51;690;110,55;136,4
21/07/2011;1380,25;362,7;56,48;679,25;110;135,2
20/07/2011;1378,25;361,9;56,77;688;109,6;134,925
19/07/2011;1379,25;360,1;56,69;698;110,5;135,575
18/07/2011;1385,5;359,3;56,92;696,25;109,85;134,575
15/07/2011;1385,75;360,3;57,35;701,25;110,6;135,7
14/07/2011;1390,5;355,5;57,45;716,5;110,55;136,925
13/07/2011;1387;353,2;57,45;726,75;113,4;139,9
12/07/2011;1366,5;348,5;56,3;697;114,025;142,025
11/07/2011;1352,5;346;56,2;681,5;114,7;143,35
08/07/2011;1352;346,3;56,2;672,25;114,65;143,6
07/07/2011;1345,5;343;56,47;650;114,725;143,9
06/07/2011;1331;341,7;55,27;648,75;112,95;140,95
05/07/2011;1332,25;341,7;55,1;680,5;113,35;141,275
01/07/2011;1322,25;340,9;55,16;640,75;112,85;140,475
30/06/2011;1306,25;332,2;55,04;629;112,75;138,075
29/06/2011;1334,25;337,9;55,83;698;111,725;137,775
28/06/2011;1330,75;338,9;55,34;683;112,35;137,875
27/06/2011;1329,75;343;54,91;660,75;111,5;137,225
24/06/2011;1320,25;339,9;55,22;670;113,05;138,6
23/06/2011;1317,75;340,6;55,15;680,5;112,25;137,85
22/06/2011;1330,25;347,1;56,15;677,5;111,275;138
21/06/2011;1348,75;351,7;56,6;707,5;113,2;137,825
20/06/2011;1335,75;350;56,02;700,5;111,825;135,5
17/06/2011;1333;349;55,92;700,25;109,75;132,65
16/06/2011;1350,5;353,7;56,32;701,5;107,2;129,975
15/06/2011;1368;360;57,05;725,75;104,2;126,975
14/06/2011;1368;358,7;56,85;755,5;104,275;127,25
13/06/2011;1382,75;370,1;56,82;782,5;103,2;124,775
10/06/2011;1387,25;373,3;56,85;787;102,725;123,625
09/06/2011;1393,75;372,9;57,4;785,5;104,625;125,325
08/06/2011;1401,5;372,8;57,94;764;104;124,8
07/06/2011;1394;368;57,93;736,5;103,475;125,125
06/06/2011;1383,25;359,4;58,03;732;102,4;124,1
03/06/2011;1414,5;368,4;58,73;754;104,175;124,25
02/06/2011;1407;366;58,91;766,5;102,6;123,875
01/06/2011;1386,25;360,7;58,43;758,5;102,15;123,875
31/05/2011;1376;355,3;58,49;747,5;103,75;124,375
27/05/2011;1379,75;355,6;58,61;758,5;104,1;122,725
26/05/2011;1384,75;360,3;58,7;745,5;104,025;124,95
25/05/2011;1377;358,3;57,96;742,25;104,55;124,675
24/05/2011;1372,25;359,2;57,48;733,25;102,375;123,95
23/05/2011;1373,75;358,8;57,22;754;102,15;123,8
20/05/2011;1380,25;360,6;57,46;759,5;104,975;125,45
19/05/2011;1379,5;361,4;57,46;748,25;104,85;125,5
18/05/2011;1379,5;361;57,3;749,75;106,25;127,1
17/05/2011;1341;350,4;56,04;720,25;107,75;127,65
16/05/2011;1326,5;345,7;55,91;697,5;108,325;127,95
13/05/2011;1337;343,1;55,75;679;109;128,7
12/05/2011;1345,25;349,1;56,21;681,25;109,85;129,525
11/05/2011;1333,5;344,1;56,07;668,75;109,05;128,825
10/05/2011;1340;346,3;56,49;706;109,175;128,075
09/05/2011;1335;345,9;55,98;704,5;109;128
06/05/2011;1325;344,9;55,37;682,75;109,85;129,125
05/05/2011;1319,75;342,7;55,36;705;109,75;128,625
04/05/2011;1350,5;347,6;56,76;726,5;110,55;129,275
03/05/2011;1359,25;349,5;57,27;719;110,6;129,325
02/05/2011;1390,25;356,8;58,19;730,75;111,95;131,05
29/04/2011;1392,75;358,1;58,13;754;117,05;131,9
28/04/2011;1350,25;348,7;56,43;723;117,15;131,375
27/04/2011;1378;356,7;57,86;752,25;117,275;130,4
26/04/2011;1382,75;359,8;58,05;766,25;116,025;128,75
25/04/2011;1389,5;361,1;58,21;762,5;116,025;129,975
21/04/2011;1380,5;358,8;58,27;737,25;118,4;132,275
20/04/2011;1357,75;349,2;58,14;732,75;119;132,7
19/04/2011;1342;346,4;57,53;749;119,25;132,85
18/04/2011;1344,25;347,8;57,39;751,75;118,175;132,625
15/04/2011;1331,75;345,2;56,84;742;117,4;132,15
14/04/2011;1331;342,5;56,87;754,25;118,8;133,1
13/04/2011;1333,5;342,2;57,36;755,5;118,275;131,975
12/04/2011;1329,75;342,4;57,24;752,5;117,675;131,8
11/04/2011;1368,5;349,7;58,82;776;119,025;133,875
08/04/2011;1392,25;357,2;59,77;768;118,825;134,6
07/04/2011;1363,5;350,9;58,32;759;119,9;135,125
06/04/2011;1376,5;355,6;58,78;763;120,875;135,7
05/04/2011;1373,25;353,6;58,85;766,75;121,75;137,1
04/04/2011;1384;357;58,88;760,25;122,375;137,75
01/04/2011;1393,75;360,9;58,68;736;122,075;138,1
31/03/2011;1410,25;370,7;58,78;693,25;121,55;134,025
30/03/2011;1372;360,5;57,32;663,25;120,55;133,55
29/03/2011;1361,5;358,6;57,02;671,75;118,375;132,7
28/03/2011;1348,5;353,6;56,53;671;117,95;132,3
25/03/2011;1358,25;357,2;56,84;689,5;118,6;131,9
24/03/2011;1354,5;359,8;56,12;702,5;115,825;130,8
23/03/2011;1351,25;360;55,48;681;114,1;129,95
22/03/2011;1365,5;366,4;55,86;686,75;114,275;130
21/03/2011;1363;366,4;55,88;686,5;113,6;129,3
18/03/2011;1362,5;367,9;55,77;683,5;111,65;128
17/03/2011;1335,25;358,6;54,52;646,5;111,6;127,7
16/03/2011;1287;344,5;52,96;616,5;110,5;126,5
15/03/2011;1270;340,8;52,88;636;113,5;127,9
14/03/2011;1329;349,6;55,27;664;116,5;130,9
11/03/2011;1326,5;346,1;55,49;659,25;117,125;131,55
10/03/2011;1348,75;349,1;56,48;676,25;117,65;131,8
09/03/2011;1344;348,5;56,67;695;117,525;132,2
08/03/2011;1375,5;355,4;57,97;698,75;114,8;131,175
07/03/2011;1387,75;358,1;58,57;710,75;113,6;129,8
04/03/2011;1407,75;363,8;58,96;721,25;114,05;129,95
03/03/2011;1405,5;366,8;58,26;729,75;114,2;129,975
02/03/2011;1387,25;359;58,27;714;112,2;129,375
01/03/2011;1367,5;358;57,07;727,25;111,4;128,9
28/02/2011;1357,25;356,4;56,77;722,5;110,25;130,075
25/02/2011;1365,5;359,7;56,95;712;112,025;129,825
24/02/2011;1318,25;350,4;54,61;685,75;111,1;129,4
23/02/2011;1320;351,8;55,02;691,5;110,325;128,85
22/02/2011;1298;346,5;53,99;679,75;110,1;129,2
18/02/2011;1368;362;56,49;709,75;111,05;130,075
17/02/2011;1404,5;372,7;58,25;712,75;110,275;130,6
16/02/2011;1366;364,3;56,61;690,5;109;130,475
15/02/2011;1368;366,6;56,54;690,5;109,05;128,525
14/02/2011;1402,75;375,5;57,69;695,75;109,2;128,375
11/02/2011;1416;378,1;58,49;706,5;107,775;126,025
10/02/2011;1433;382,5;59,04;698,5;108,9;124,825
09/02/2011;1451;388,6;59,74;698;107,725;122,925
08/02/2011;1434,25;385,7;58,77;673,75;107,65;124,25
07/02/2011;1424,5;382,4;58,41;674,75;107,725;124,575
04/02/2011;1433,5;383,2;58,98;678,5;108,25;125
03/02/2011;1435,5;386,4;58,78;662,5;108,2;125,5
02/02/2011;1444;386,9;59,25;669,25;107,75;125,8
01/02/2011;1438;390;58,72;666;109;127,475
31/01/2011;1413;380,3;57,88;659,5;108,95;128
28/01/2011;1398;377;57,27;644;107,5;126,225
27/01/2011;1399,5;377,4;57,41;650,75;106,95;126,15
26/01/2011;1385,5;374,4;56,7;657,75;107,225;126,35
25/01/2011;1374,5;372,6;55,78;644;106,25;125,975
24/01/2011;1404,5;380,2;57,18;655,25;106,775;126,35
21/01/2011;1412,25;379,6;57,56;657,25;107,95;126,35
20/01/2011;1414,25;385,3;57,26;654;108,65;126,3
19/01/2011;1411,5;383,3;57,69;641,25;108,8;127
18/01/2011;1413,25;383,4;57,55;659,5;109,2;127,3
14/01/2011;1406,5;377;56,7;648,75;109,375;125,6
13/01/2011;1410;378,6;57,3;642,5;109,9;124,9
12/01/2011;1409;377,4;57,43;631;110,2;124,025
11/01/2011;1350,5;359,2;56,17;607;108,45;123,45
10/01/2011;1373,25;366,8;56,66;607;106,95;122,3
07/01/2011;1357,75;359,1;56,35;595;106,375;121,6
06/01/2011;1369,5;365,2;56,9;602;106,725;121,925
05/01/2011;1386;369,3;57,25;619,25;106,625;120,975
04/01/2011;1361;364,7;56,33;608,5;106,175;121
03/01/2011;1370,25;365,7;57,09;620,5;106,975;121,25
31/12/2010;1393,75;370,3;57,74;629;107,9;121,875
30/12/2010;1366;365,4;56,61;616;107;120,825
29/12/2010;1366;365,7;56,38;624;106,325;120,85
28/12/2010;1375,75;368,6;56,82;623,25;105,45;120,7
27/12/2010;1373;366,4;57,15;615,25;104,9;120,7
23/12/2010;1349,5;360;56,59;614;104;121,45
22/12/2010;1328,75;352,7;55,97;609;104,125;121,675
21/12/2010;1326,25;352,6;55,56;602,25;102,85;121,35
20/12/2010;1315,25;351,5;54,98;599,5;102,775;120,725
17/12/2010;1298,75;347,8;54,13;596,5;102,175;119,025
16/12/2010;1289;343,8;54,07;587,5;101,2;118,375
15/12/2010;1296,5;346,1;54,2;584,25;101,6;117,65
14/12/2010;1296;344,5;54,8;574,5;101,825;117,95
13/12/2010;1302,5;344,8;55,1;575,25;101,95;119,2
10/12/2010;1273;339,1;53,79;560,25;100,95;118,175
09/12/2010;1281,5;339,9;53,79;560,25;101,8;118,075
08/12/2010;1296;345,4;53,8;559,5;102,1;118,175
07/12/2010;1285,5;343;53,39;547,25;102,275;117,225
06/12/2010;1288,5;345,5;53,13;553,75;103,375;118,5
03/12/2010;1300,25;350,1;53,08;559;103,175;118,675
02/12/2010;1279,75;344,1;52,47;540,75;103,075;118,675
01/12/2010;1283;346,6;52,25;551,75;103,575;118,4
30/11/2010;1243;338,6;50,65;530;103,075;119,175
29/11/2010;1235;336,3;49,87;538,25;102,025;118,4
26/11/2010;1238,5;336,8;49,9;538,25;102,225;118,75
24/11/2010;1255;340,2;50,24;538,75;101,925;118,275
23/11/2010;1239;340,7;49,22;528,5;101,55;117,825
22/11/2010;1221,5;333,6;49,18;515,25;100,925;117,4
19/11/2010;1201,5;325,8;48,96;520,75;101,45;117,4
18/11/2010;1242;335;50,92;541,75;100,8;112,45
17/11/2010;1205;328;48,94;525,75;99,35;112,2
16/11/2010;1219,75;329,8;49,97;526,5;98,45;112,15
15/11/2010;1286,5;348,1;52,47;555,5;99,225;112,4
12/11/2010;1263;339,7;52,53;534;98,4;112,4
11/11/2010;1330,25;358,1;55,03;564;99,05;112,65
10/11/2010;1309,5;355,4;53,95;566,75;99,4;112,8
09/11/2010;1319,25;362,3;53,4;576,25;98,2;111,9
08/11/2010;1264,5;344,9;52,01;585,25;98,4;111,25
05/11/2010;1273,5;348;52,22;587,75;97,55;110,6
04/11/2010;1264,75;348,2;51,25;590;97,65;110,125
03/11/2010;1227,5;338,9;49,9;581;97,7;110,875
02/11/2010;1223,75;337,7;49,63;575,75;98,25;111,55
01/11/2010;1225,25;337,8;49,75;577,25;98,15;110,35
29/10/2010;1226;337,7;49,3;582;98,85;110,325
28/10/2010;1225;336,3;49,7;579;100,7;110,925
27/10/2010;1223,75;335,9;49,6;577,25;100,5;111,3
26/10/2010;1219;335,5;49,53;571;100,85;111,3
25/10/2010;1217,75;334,6;49,47;568,75;101,4;111,1
22/10/2010;1199,5;330,9;48,3;560;102,2;111,2
21/10/2010;1201,5;333,4;48,24;564,25;101,525;110,7
20/10/2010;1212;337,8;48,47;573,5;101,275;109,4
19/10/2010;1180;328,2;47,1;546;99,675;109,625
18/10/2010;1184;328,3;47,66;557,25;99,075;108,8
15/10/2010;1185;328,2;47,77;563;98,15;108,75
14/10/2010;1188,5;325,5;47,35;567,25;96,075;108,1
13/10/2010;1176,5;325,2;47,22;569,25;96,35;108,075
12/10/2010;1178,5;329,4;46,54;579;96,625;107,475
11/10/2010;1152,5;323,1;45,98;555,75;95,35;107,15
08/10/2010;1135;317;46,22;528,25;95,55;107,725
07/10/2010;1065;292;43,79;498,25;95,125;108,925
06/10/2010;1062;291,6;43,44;488,5;94,85;109,2
05/10/2010;1071,75;294,9;43,47;491;95,55;109,55
04/10/2010;1054;288;43,1;471,5;95,1;110,5
01/10/2010;1057;285,7;43,49;465,75;95,95;111,8
30/09/2010;1106,75;302,1;44,7;495,75;96,7;109,925
29/09/2010;1099;302,5;44,06;505;96,225;109,475
28/09/2010;1110;303,5;44,56;500;97,15;110
27/09/2010;1128,5;311,4;44,58;512,75;97,25;109,875
24/09/2010;1126;313,2;44,48;521,75;96,025;109,5
23/09/2010;1093,5;305,5;43,51;499,25;96,125;109,1
22/09/2010;1088,5;306,2;42,87;505;96,175;109,25
21/09/2010;1080;303,5;42,42;505,25;97,5;110,5
20/09/2010;1084,5;306,1;42,65;508,25;98,15;110,65
17/09/2010;1069;304,7;41,91;513,25;99,4;111,825
16/09/2010;1036,25;293,1;41,36;496;98,7;112,225
15/09/2010;1042,5;294,5;41,61;495,25;98,125;111,8
14/09/2010;1025;290;41,2;478;98,2;112,15
13/09/2010;1025,25;296,8;41,34;469,25;97,45;112,35
10/09/2010;1023,5;297,2;41,25;464;97,15;111,7
09/09/2010;1037,75;305,5;41,08;456,25;96,9;111,425
08/09/2010;1041,25;307,3;41,16;447,5;97,25;112,1
07/09/2010;1043,75;308,7;41,26;451,5;96,35;111,925
03/09/2010;1029,75;308,2;40,32;449,75;98,45;114,175
02/09/2010;1007,5;302,2;39,66;433;98,45;114,75
01/09/2010;1004,5;301,9;39,55;432,25;97,75;113,875
31/08/2010;1008;304,2;39,48;424,5;97,25;114,1
30/08/2010;1018;307,6;39,95;425,5;97,25;115,1
27/08/2010;1022;307,8;40,2;421;98,05;116,275
26/08/2010;1013;306,3;39,49;416,5;98,425;114,925
25/08/2010;1000;299,7;39,14;404,75;98,6;114,75
24/08/2010;999,5;296,4;39,48;405,25;99,475;114,6
23/08/2010;1007;301,4;39,25;417,25;99,725;114,75
20/08/2010;1009,25;300,8;39,52;421,25;99,6;114,6
19/08/2010;1016,75;302,5;39,89;414,25;99,175;114,05
18/08/2010;1035,25;307,4;40,86;418,5;97,2;113,7
17/08/2010;1045,25;306,5;41,59;414,75;95,625;113,25
16/08/2010;1034;302,2;41,45;407,25;95,125;112,7
13/08/2010;1052;321,5;41,8;411,75;94,325;111,7
12/08/2010;1057;315,4;41,09;406,25;94,2;111,975
11/08/2010;1044,5;310,5;41,63;395,5;93,95;112,55
10/08/2010;1036,25;309,3;41,46;393,5;93,4;112,125
09/08/2010;1048,5;311,1;41,72;403;93,1;112,275
06/08/2010;1059;313,6;41,39;405;92,775;112,4
05/08/2010;1055;313,6;41,26;403,5;92,9;112,7
04/08/2010;1053;311,5;41,36;400,25;93,15;113,6
03/08/2010;1053,5;308,3;40,95;389,5;91,875;113
02/08/2010;1053,25;310,9;40,44;390,5;92,175;112,6
30/07/2010;1052,5;310,9;39,83;392,75;92,65;113,725
29/07/2010;1026,75;305,4;39,27;379,25;91,85;113,725
28/07/2010;1010,5;301,7;38,84;376,25;92,775;114,525
27/07/2010;998;294,5;38,56;362,75;92,65;114,9
26/07/2010;998,25;293,2;38,8;364;92,65;114,95
23/07/2010;1017;299,9;39,07;371,25;93,425;115,175
22/07/2010;1016;300,2;38,9;376,5;93,325;114,9
21/07/2010;1015,25;303,3;38,26;379,75;93,5;114,65
20/07/2010;1011,75;301,5;38,4;374;93,125;114,475
19/07/2010;1008;305;37,96;381,5;93,125;114,425
16/07/2010;1019,5;307,8;38,31;394,75;92,275;113,1
15/07/2010;1019;307,6;38,59;392,5;92,4;113,375
14/07/2010;1036;313;38,05;375,25;92,325;113,625
13/07/2010;1030,5;312,9;37,92;366,75;90,95;113,625
12/07/2010;1031,75;314,8;37,5;371,25;90,075;112,675
09/07/2010;1025,5;314,1;37,38;375,25;90,2;113,2
08/07/2010;1012,5;310,4;36,86;377,5;90,9;113,6
07/07/2010;993;304;36,81;370,75;90,5;113,55
06/07/2010;964,25;297,2;35,84;360;89,8;113,525
02/07/2010;962,75;294,9;36,01;364;89,475;112,675
01/07/2010;953,5;291,5;35,87;365,5;89,95;112,6
30/06/2010;948,5;289,4;36,28;354,25;91,25;113,05
29/06/2010;947,25;289,8;35,93;325;90,675;112,875
28/06/2010;955;292,3;36,94;333,75;91,2;113,975
25/06/2010;957;289,6;37,16;340,5;90,95;113,2
24/06/2010;955,5;290,1;37,17;344,75;90,65;112,675
23/06/2010;958;289,3;37,59;346,5;90,25;111,9
22/06/2010;965,5;290,7;37,93;351,5;90,3;111,825
